FIPS ,State,County,Pop_2010
19071, Iowa,Fremont ,7441
19073, Iowa,Greene ,9336
19075, Iowa,Grundy ,12453
19077, Iowa,Guthrie ,10954
19079, Iowa,Hamilton ,15673
19081, Iowa,Hancock ,11341
19083, Iowa,Hardin ,17534
19085, Iowa,Harrison ,14928
19087, Iowa,Henry ,20145
19089, Iowa,Howard ,9566
19091, Iowa,Humboldt ,9815
19093, Iowa,Ida ,7089
19095, Iowa,Iowa ,16355
19097, Iowa,Jackson ,19848
19099, Iowa,Jasper ,36842
19101, Iowa,Jefferson ,16843
19103, Iowa,Johnson ,130882
19105, Iowa,Jones ,20638
19107, Iowa,Keokuk ,10511
19109, Iowa,Kossuth ,15543
19111, Iowa,Lee ,35862
19113, Iowa,Linn ,211226
19115, Iowa,Louisa ,11387
19117, Iowa,Lucas ,8898
19119, Iowa,Lyon ,11581
19121, Iowa,Madison ,15679
19123, Iowa,Mahaska ,22381
19125, Iowa,Marion ,33309
19127, Iowa,Marshall ,40648
19129, Iowa,Mills ,15059
19131, Iowa,Mitchell ,10776
19133, Iowa,Monona ,9243
19135, Iowa,Monroe ,7970
19137, Iowa,Montgomery ,10740
19139, Iowa,Muscatine ,42745
19141, Iowa,O'Brien ,14398
19143, Iowa,Osceola ,6462
19145, Iowa,Page ,15932
19147, Iowa,Palo Alto ,9421
19149, Iowa,Plymouth ,24986
19151, Iowa,Pocahontas ,7310
19153, Iowa,Polk ,430640
19155, Iowa,Pottawattamie ,93158
19157, Iowa,Poweshiek ,18914
19159, Iowa,Ringgold ,5131
19161, Iowa,Sac ,10350
19163, Iowa,Scott ,165224
19165, Iowa,Shelby ,12167
19167, Iowa,Sioux ,33704
19169, Iowa,Story ,89542
19171, Iowa,Tama ,17767
19173, Iowa,Taylor ,6317
19175, Iowa,Union ,12534
19177, Iowa,Van Buren ,7570
19179, Iowa,Wapello ,35625
19181, Iowa,Warren ,46225
19183, Iowa,Washington ,21704
19185, Iowa,Wayne ,6403
19187, Iowa,Webster ,38013
19189, Iowa,Winnebago ,10866
19191, Iowa,Winneshiek ,21056
19193, Iowa,Woodbury ,102172
19195, Iowa,Worth ,7598
19197, Iowa,Wright ,13229
20001, Kansas,Allen ,13371
20003, Kansas,Anderson ,8102
20005, Kansas,Atchison ,16924
20007, Kansas,Barber ,4861
20009, Kansas,Barton ,27674
20011, Kansas,Bourbon ,15173
20013, Kansas,Brown ,9984
20015, Kansas,Butler ,65880
20017, Kansas,Chase ,2790
20019, Kansas,Chautauqua ,3669
20021, Kansas,Cherokee ,21603
20023, Kansas,Cheyenne ,2726
20025, Kansas,Clark ,2215
20027, Kansas,Clay ,8535
20029, Kansas,Cloud ,9533
20031, Kansas,Coffey ,8601
20033, Kansas,Comanche ,1891
20035, Kansas,Cowley ,36311
20037, Kansas,Crawford ,39134
20039, Kansas,Decatur ,2961
20041, Kansas,Dickinson ,19754
20043, Kansas,Doniphan ,7945
20045, Kansas,Douglas ,110826
20047, Kansas,Edwards ,3037
20049, Kansas,Elk ,2882
20051, Kansas,Ellis ,28452
20053, Kansas,Ellsworth ,6497
20055, Kansas,Finney ,36776
20057, Kansas,Ford ,33848
20059, Kansas,Franklin ,25992
20061, Kansas,Geary ,34362
20063, Kansas,Gove ,2695
20065, Kansas,Graham ,2597
20067, Kansas,Grant ,7829
20069, Kansas,Gray ,6006
20071, Kansas,Greeley ,1247
20073, Kansas,Greenwood ,6689
20075, Kansas,Hamilton ,2690
20077, Kansas,Harper ,6034
20079, Kansas,Harvey ,34684
20081, Kansas,Haskell ,4256
20083, Kansas,Hodgeman ,1916
20085, Kansas,Jackson ,13462
20087, Kansas,Jefferson ,19126
20089, Kansas,Jewell ,3077
20091, Kansas,Johnson ,544179
20093, Kansas,Kearny ,3977
20095, Kansas,Kingman ,7858
20097, Kansas,Kiowa ,2553
20099, Kansas,Labette ,21607
20101, Kansas,Lane ,1750
20103, Kansas,Leavenworth ,76227
20105, Kansas,Lincoln ,3241
20107, Kansas,Linn ,9656
20109, Kansas,Logan ,2756
20111, Kansas,Lyon ,33690
20113, Kansas,McPherson ,29180
20115, Kansas,Marion ,12660
20117, Kansas,Marshall ,10117
20119, Kansas,Meade ,4575
20121, Kansas,Miami ,32787
20123, Kansas,Mitchell ,6373
20125, Kansas,Montgomery ,35471
20127, Kansas,Morris ,5923
20129, Kansas,Morton ,3233
20131, Kansas,Nemaha ,10178
20133, Kansas,Neosho ,16512
20135, Kansas,Ness ,3107
20137, Kansas,Norton ,5671
20139, Kansas,Osage ,16295
20141, Kansas,Osborne ,3858
20143, Kansas,Ottawa ,6091
20145, Kansas,Pawnee ,6973
20147, Kansas,Phillips ,5642
20149, Kansas,Pottawatomie ,21604
20151, Kansas,Pratt ,9656
20153, Kansas,Rawlins ,2519
20155, Kansas,Reno ,64511
20157, Kansas,Republic ,4980
20159, Kansas,Rice ,10083
20161, Kansas,Riley ,71115
20163, Kansas,Rooks ,5181
20165, Kansas,Rush ,3307
20167, Kansas,Russell ,6970
20169, Kansas,Saline ,55606
20171, Kansas,Scott ,4936
20173, Kansas,Sedgwick ,498365
20175, Kansas,Seward ,22952
20177, Kansas,Shawnee ,177934
20179, Kansas,Sheridan ,2556
20181, Kansas,Sherman ,6010
20183, Kansas,Smith ,3853
20185, Kansas,Stafford ,4437
20187, Kansas,Stanton ,2235
20189, Kansas,Stevens ,5724
20191, Kansas,Sumner ,24132
20193, Kansas,Thomas ,7900
20195, Kansas,Trego ,3001
20197, Kansas,Wabaunsee ,7053
20199, Kansas,Wallace ,1485
20201, Kansas,Washington ,5799
20203, Kansas,Wichita ,2234
20205, Kansas,Wilson ,9409
20207, Kansas,Woodson ,3309
20209, Kansas,Wyandotte ,157505
